name,meaning,gender
Bamiraj,Love,Girl
Arvian,Harmony,Girl
Talaita,Love,Girl
Bhkadeep,Courage,Girl
Ritaveer,Prosperity,Girl
Trimaa,Light,Girl
Laraita,Grace,Boy
Nariveer,Courage,Boy
Armiesh,Prosperity,Boy
Dapajit,Victory,Girl
Omyaya,Light,Girl
Bhvaans,Strength,Boy
Vidiay,Faith,Girl
Janeav,Wisdom,Boy
Adiloita,Brilliance,Boy
Payaveer,Harmony,Girl
Dipadeep,Brilliance,Girl
Ommaan,Grace,Boy
Praviit,Joy,Boy
Kikaraj,Kindness,Girl
Nanen,Harmony,Boy
Bhlaveer,Strength,Boy
Aarripreet,Love,Girl
Laruali,Wisdom,Girl
Avruay,Prosperity,Boy
Laloan,Harmony,Girl
Kikaans,Courage,Boy
Hakait,Strength,Girl
Adipaan,Hope,Girl
Arriansh,Light,Boy
Vaviansh,Hope,Boy
Hadiveer,Victory,Boy
Arsaesh,Wisdom,Boy
Aardiya,Hope,Girl
Kaman,Joy,Boy
Sakait,Energy,Boy
Vikaveer,Love,Girl
Aysaita,Peace,Boy
Avneansh,Wisdom,Boy
Ashpadeep,Love,Girl
Basaesh,Light,Girl
Lashiay,Courage,Boy
Nayaa,Joy,Boy
Paraansh,Grace,Girl
Ashmaveer,Kindness,Girl
Vishiay,Courage,Boy
Praraika,Blessing,Boy
Viloa,Courage,Boy
Baviay,Courage,Girl
Omshiita,Divine,Boy
Adilodeep,Prosperity,Boy
Marudeep,Courage,Boy
Harians,Grace,Girl
Sanaali,Wisdom,Girl
Rasaay,Courage,Girl
Ashriveer,Victory,Girl
Aarnaveer,Wisdom,Girl
Kiyaali,Courage,Boy
Zanapreet,Light,Boy
Viviay,Harmony,Boy
Pramapreet,Light,Boy
Aayaan,Strength,Girl
Varait,Victory,Boy
Trivaita,Light,Boy
Omlaansh,Prosperity,Girl
Yamiansh,Light,Boy
Denedeep,Wisdom,Boy
Riniya,Faith,Boy
Dadiav,Joy,Girl
Kalaali,Wisdom,Girl
Avtaika,Energy,Boy
Aydiay,Peace,Girl
Ripajit,Faith,Boy
Arshidev,Energy,Boy
Sunaesh,Energy,Girl
Denidev,Joy,Girl
Gavaraj,Wisdom,Boy
Anlodev,Blessing,Boy
Ishneans,Joy,Boy
Kikaika,Light,Girl
Aynait,Blessing,Girl
Arria,Peace,Boy
Yaraav,Joy,Girl
Shiruay,Blessing,Girl
Haviay,Strength,Boy
Daraav,Prosperity,Girl
Ommiya,Hope,Boy
Kamiay,Faith,Boy
Masaav,Energy,Boy
Anneans,Faith,Boy
Yayaita,Victory,Boy
Tashian,Blessing,Boy
Ashdidev,Courage,Girl
Ishdipreet,Faith,Girl
Dalajit,Energy,Boy
Baloan,Prosperity,Boy
Chavaya,Blessing,Boy
Pakaali,Kindness,Girl
Tadidev,Harmony,Boy
Anlait,Love,Boy
Papaans,Love,Boy
Susaya,Courage,Boy
Ganeali,Divine,Girl
Galoay,Divine,Girl
Gataika,Courage,Boy
Ardijit,Energy,Girl
Viloan,Courage,Girl
Mamia,Strength,Girl
Praruraj,Energy,Boy
Saviansh,Victory,Boy
Ridiita,Kindness,Girl
Taruit,Divine,Girl
Gayapreet,Light,Boy
Annedev,Strength,Boy
Vamiraj,Divine,Boy
Pavians,Harmony,Girl
Delapreet,Love,Girl
Shirijit,Joy,Boy
Adipapreet,Harmony,Girl
Banaraj,Harmony,Girl
Deyaika,Courage,Boy
Trishideep,Hope,Girl
Jadia,Wisdom,Girl
Zanipreet,Energy,Boy
Avlaika,Light,Girl
Suvan,Love,Boy
Praruan,Wisdom,Boy
Navaa,Peace,Girl
Sharuraj,Wisdom,Boy
Manian,Brilliance,Boy
Dipaya,Blessing,Girl
Hataika,Divine,Girl
Charaans,Prosperity,Boy
Laviika,Courage,Boy
Kikaa,Kindness,Girl
Rasaan,Courage,Boy
Raniika,Divine,Girl
Payaay,Wisdom,Girl
Chashiita,Light,Boy
Triruav,Brilliance,Boy
Jamaita,Light,Girl
Shikaansh,Courage,Boy
Diyaika,Strength,Boy
Shalaans,Energy,Boy
Shakaa,Peace,Girl
Kasait,Harmony,Boy
Zavapreet,Brilliance,Boy
Ayshiit,Divine,Boy
Chapaay,Hope,Boy
Avmaita,Peace,Girl
Rivaa,Strength,Girl
Ganeans,Energy,Girl
Kividev,Grace,Girl
Dekaya,Strength,Girl
Panaay,Faith,Girl
Rimiav,Victory,Boy
Adineveer,Hope,Boy
Ridian,Brilliance,Boy
Vilaans,Grace,Girl
Adinin,Courage,Boy
Gavipreet,Faith,Girl
Detaay,Wisdom,Girl
Triloika,Strength,Girl
Kaladeep,Victory,Boy
Aytajit,Blessing,Girl
Ishsaali,Love,Boy
Aysajit,Prosperity,Girl
Omtait,Grace,Girl
Arnaesh,Energy,Boy
Dineansh,Grace,Girl
Lasaali,Hope,Boy
Diruika,Prosperity,Girl
Prashiesh,Grace,Boy
Kinaans,Wisdom,Boy
Yaviesh,Grace,Boy
Dekapreet,Courage,Boy
Adirians,Peace,Boy
Kishin,Harmony,Boy
Valodeep,Divine,Boy
Ishnapreet,Light,Girl
Omradev,Love,Boy
Vanedeep,Hope,Boy
Pakaan,Divine,Boy
Prayaa,Harmony,Boy
Samaveer,Light,Boy
Prapaans,Wisdom,Boy
Varijit,Grace,Girl
Chashideep,Love,Girl
Pasaveer,Grace,Boy
Viriika,Victory,Boy
Tanaraj,Strength,Girl
Aarviraj,Love,Boy
Aarmijit,Prosperity,Girl
Kimiit,Light,Boy
Jataika,Hope,Girl
Omkaali,Courage,Girl
Deshiav,Kindness,Boy
Shayaita,Faith,Boy
Adiriika,Brilliance,Boy
Paviansh,Kindness,Boy
Dikaika,Love,Boy
Vasaansh,Harmony,Girl
Bhlaita,Prosperity,Girl
Rasaav,Wisdom,Boy
Disaika,Peace,Boy
Valoita,Faith,Girl
Salaay,Light,Girl
Ayshiansh,Blessing,Girl
Vinipreet,Grace,Boy
Palaansh,Peace,Boy
Shavaika,Faith,Boy
Sumiav,Faith,Girl
Arrupreet,Hope,Girl
Anmaesh,Courage,Boy
Radiav,Brilliance,Girl
Tarijit,Faith,Boy
Kikait,Energy,Girl
Omniit,Victory,Girl
Bariav,Blessing,Boy
Paraa,Energy,Boy
Viyaika,Grace,Boy
Ralon,Wisdom,Girl
Adipaans,Prosperity,Girl
Gayaay,Joy,Girl
Annan,Strength,Girl
Zanaya,Brilliance,Boy
Taruali,Wisdom,Girl
Baneveer,Faith,Boy
Rapan,Grace,Girl
Dekapreet,Brilliance,Boy
Surua,Light,Boy
Navijit,Harmony,Girl
Shashideep,Prosperity,Boy
Bhshiya,Harmony,Girl
Lamaansh,Divine,Girl
Sasaa,Faith,Boy
Vanaya,Grace,Boy
Shanaay,Wisdom,Boy
Risaita,Joy,Boy
Mataan,Courage,Girl
Ganeay,Kindness,Boy
Bhruansh,Love,Boy
Halaika,Faith,Girl
Trimaan,Victory,Boy
Raneav,Victory,Boy
Susaika,Light,Girl
Anviita,Energy,Boy
Gamipreet,Light,Boy
Nariit,Prosperity,Girl
Karin,Courage,Girl
Avviav,Kindness,Boy
Sariya,Energy,Girl
Haviika,Prosperity,Boy
Bhmians,Blessing,Girl
Maridev,Wisdom,Girl
Tavideep,Grace,Boy
Vashijit,Hope,Girl
Ishnians,Love,Boy
Anloesh,Joy,Boy
Praniika,Brilliance,Boy
Hanait,Blessing,Girl
Arnia,Brilliance,Boy
Aylojit,Harmony,Boy
Avvadev,Harmony,Girl
Chataita,Kindness,Girl
Ayruraj,Prosperity,Girl
Adipaav,Wisdom,Girl
Visajit,Light,Girl
Mavaan,Grace,Girl
Vinaan,Kindness,Boy
Masaav,Harmony,Girl
Adivijit,Joy,Boy
Deloveer,Joy,Girl
Adiyadev,Brilliance,Girl
Mamiav,Prosperity,Girl
Dishiali,Divine,Boy
Chashiita,Light,Boy
Yadiay,Grace,Boy
Aaparaj,Prosperity,Boy
Bhkajit,Faith,Boy
Yataansh,Hope,Girl
Ganaay,Divine,Girl
Ladijit,Peace,Boy
Avvaali,Prosperity,Girl
Sharuya,Kindness,Girl
Nashian,Faith,Girl
Shashin,Kindness,Boy
Avria,Divine,Boy
Triniya,Energy,Girl
Naraali,Divine,Girl
Shidiika,Peace,Girl
Garadeep,Divine,Girl
Avraraj,Grace,Girl
Avvian,Strength,Girl
Rinaay,Wisdom,Girl
Chadijit,Energy,Girl
Raraveer,Light,Boy
Nadia,Strength,Boy
Yayajit,Kindness,Girl
Triyait,Blessing,Boy
Bashiika,Hope,Girl
Gadiraj,Grace,Boy
Denaika,Courage,Girl
Prayaya,Grace,Boy
Annipreet,Victory,Boy
Kinaan,Light,Boy
Aarshijit,Blessing,Girl
Arlodeep,Energy,Girl
Shikaa,Love,Girl
Kiria,Wisdom,Boy
Rashiansh,Kindness,Boy
Bayaay,Faith,Girl
Adidians,Divine,Boy
Rapadev,Grace,Boy
Larideep,Kindness,Girl
Bhsajit,Prosperity,Boy
Vadiav,Wisdom,Girl
Tashin,Love,Boy
Aataansh,Harmony,Boy
Sutaay,Hope,Girl
Bhtaa,Blessing,Girl
Zapaika,Joy,Boy
Bhriit,Light,Girl
Rikaan,Harmony,Girl
Dasaraj,Blessing,Boy
Saneita,Energy,Girl
Ishneav,Grace,Boy
Lapaay,Kindness,Girl
Arkaya,Courage,Girl
Shiraav,Energy,Girl
Ishmideep,Divine,Girl
Padiali,Prosperity,Girl
Sanait,Wisdom,Boy
Dikaesh,Hope,Girl
Chariika,Light,Boy
Daviesh,Energy,Girl
Tritadev,Strength,Girl
Vinaay,Hope,Boy
Rimideep,Energy,Boy
Ayraans,Kindness,Girl
Deshijit,Light,Girl
Pralaa,Strength,Boy
Ashkajit,Prosperity,Girl
Palapreet,Blessing,Boy
Zamaya,Prosperity,Girl
Pradipreet,Energy,Boy
Papaveer,Energy,Boy
Dayaya,Faith,Girl
Hadijit,Prosperity,Girl
Manejit,Prosperity,Girl
Pratadev,Brilliance,Boy
Suloraj,Blessing,Girl
Shinedev,Harmony,Girl
Gamideep,Divine,Girl
Mamadeep,Faith,Girl
Ardiay,Energy,Girl
Shanapreet,Prosperity,Girl
Praneans,Kindness,Girl
Adiyait,Hope,Boy
Ayriesh,Grace,Girl
Ishriesh,Divine,Girl
Chaviit,Wisdom,Girl
Arshiit,Courage,Boy
Chasaraj,Brilliance,Girl
Aarvaita,Brilliance,Boy
Palan,Energy,Girl
Chatadeep,Joy,Girl
Navaraj,Blessing,Boy
Bhmaali,Blessing,Boy
Halopreet,Courage,Boy
Karians,Victory,Girl
Praniita,Grace,Boy
Bhsaraj,Divine,Boy
Shavaya,Grace,Boy
Dinia,Faith,Boy
Chatajit,Energy,Boy
Anpaan,Faith,Girl
Yarijit,Wisdom,Girl
Pramaa,Wisdom,Girl
Bhneesh,Harmony,Girl
Viyaita,Courage,Girl
Dineali,Harmony,Girl
Saripreet,Energy,Girl
Nadiveer,Hope,Boy
Chanapreet,Love,Boy
Shimia,Joy,Girl
Adiriansh,Prosperity,Boy
Ashlaika,Energy,Girl
Adivaans,Energy,Girl
Ashloans,Faith,Girl
Vakapreet,Love,Boy
Zasan,Wisdom,Boy
Ashniya,Harmony,Boy
Kitaay,Wisdom,Girl
Radiali,Strength,Boy
Aaloansh,Peace,Girl
Jaloit,Courage,Girl
Saloav,Harmony,Girl
Viviita,Strength,Boy
Lalaveer,Faith,Boy
Shanedeep,Peace,Boy
Ganaya,Hope,Girl
Ayrudeep,Brilliance,Boy
Yalaan,Divine,Girl
Aaviesh,Brilliance,Girl
Trineali,Light,Girl
Haviali,Harmony,Boy
Jaloali,Love,Girl
Aamiika,Hope,Girl
Suniya,Harmony,Boy
Yaneay,Harmony,Girl
Avvians,Courage,Boy
Vakapreet,Victory,Boy
Gashiita,Brilliance,Girl
Aarmaita,Prosperity,Girl
Adinadev,Courage,Boy
Adiniya,Grace,Girl
Ranaali,Blessing,Boy
Ravaali,Hope,Boy
Gakadev,Grace,Girl
Dataali,Divine,Girl
Ayloya,Wisdom,Boy
Vipaya,Courage,Girl
Malan,Kindness,Boy
Rirapreet,Joy,Boy
Dadidev,Divine,Girl
Zalapreet,Love,Girl
Lakaveer,Prosperity,Girl
Ramiay,Courage,Boy
Ankaita,Kindness,Girl
Tavan,Faith,Girl
Anmiveer,Victory,Boy
Hashiit,Prosperity,Boy
Yanipreet,Prosperity,Boy
Lanaita,Brilliance,Girl
Kilaav,Blessing,Boy
Sashiay,Love,Boy
Diraraj,Harmony,Boy
Ramiika,Grace,Girl
Charuraj,Prosperity,Girl
Valajit,Victory,Girl
Kashiav,Victory,Girl
Bhvaraj,Love,Girl
Shanaan,Blessing,Girl
Vavian,Grace,Girl
Denaans,Harmony,Girl
Baniav,Hope,Girl
Rapaans,Divine,Boy
Shidin,Divine,Girl
Daniali,Energy,Girl
Hamiika,Courage,Boy
Nalodev,Energy,Boy
Daloraj,Strength,Boy
Trisaya,Kindness,Girl
Ashnedeep,Energy,Girl
Zaniali,Victory,Boy
Prataa,Blessing,Girl
Shakaika,Faith,Boy
Namiveer,Joy,Boy
Kaloya,Peace,Boy
Lakaya,Blessing,Boy
Praloya,Blessing,Girl
Ridians,Blessing,Girl
Triruya,Courage,Boy
Panaraj,Light,Girl
Aylaans,Energy,Boy
Bapaita,Peace,Boy
Shimidev,Blessing,Girl
Kataansh,Light,Boy
Kivideep,Joy,Boy
Tariesh,Blessing,Boy
Rivia,Joy,Boy
Kiyan,Joy,Girl
Deraveer,Divine,Girl
Garuraj,Prosperity,Boy
Shatadeep,Wisdom,Girl
Omkan,Wisdom,Boy
Prayaya,Hope,Boy
Aaryaay,Harmony,Girl
Tayaans,Hope,Boy
Ayshiav,Grace,Boy
Shamidev,Blessing,Boy
Zaraita,Energy,Girl
Denedev,Hope,Girl
Didians,Strength,Girl
Lasaya,Kindness,Girl
Aarmaraj,Love,Boy
Darudev,Courage,Boy
Yakaans,Harmony,Boy
Ganeesh,Blessing,Girl
Tataita,Courage,Girl
Valoesh,Victory,Boy
Ashyaav,Strength,Boy
Pranin,Strength,Girl
Avvians,Light,Girl
Hapaans,Light,Boy
Omneya,Wisdom,Boy
Aamaans,Joy,Girl
Shiyaans,Peace,Boy
Prayaesh,Divine,Boy
Zataesh,Light,Girl
Shapaya,Grace,Boy
Pravaya,Courage,Boy
Badideep,Kindness,Girl
Vivideep,Strength,Boy
Dekaav,Victory,Girl
Adinedeep,Divine,Boy
Rapapreet,Light,Boy
Kilon,Strength,Girl
Kamaav,Kindness,Boy
Samadeep,Strength,Boy
Yaridev,Divine,Boy
Adididev,Faith,Boy
Aanian,Energy,Girl
Tarua,Grace,Girl
Aardia,Grace,Boy
Chakaans,Harmony,Boy
Harudeep,Love,Boy
Triniraj,Divine,Boy
Yavaav,Love,Girl
Anmiika,Victory,Boy
Hayaay,Grace,Girl
Triraa,Brilliance,Boy
Vimaa,Prosperity,Girl
Prapaveer,Victory,Boy
Pradidev,Prosperity,Girl
Aymijit,Prosperity,Boy
Vidipreet,Faith,Girl
Pashideep,Hope,Girl
Arriya,Grace,Boy
Ishdiita,Hope,Boy
Viviita,Love,Boy
Rasaa,Victory,Boy
Viviali,Wisdom,Girl
Laniansh,Brilliance,Girl
Prashiesh,Blessing,Girl
Balaraj,Kindness,Boy
Avtaika,Energy,Girl
Visaya,Energy,Boy
Ashyaesh,Courage,Boy
Paruay,Faith,Girl
Bhrajit,Energy,Boy
Shalaesh,Courage,Boy
Aarruika,Victory,Boy
Ayviya,Peace,Boy
Zamiav,Brilliance,Girl
Adilan,Courage,Boy
Tritapreet,Joy,Boy
Shadin,Peace,Boy
Saraita,Harmony,Boy
Ansaans,Hope,Girl
Ashviesh,Love,Girl
Bhmiay,Kindness,Girl
Vidia,Kindness,Girl
Mapapreet,Brilliance,Girl
Saviali,Blessing,Boy
Tavaali,Blessing,Girl
Galoans,Light,Girl
Ashloveer,Energy,Girl
Bhrijit,Love,Girl
Zalaali,Courage,Boy
Rishians,Brilliance,Boy
Darudeep,Prosperity,Girl
Yalaa,Prosperity,Girl
Vivaa,Brilliance,Boy
Taripreet,Peace,Boy
Shapaya,Grace,Boy
Pranaveer,Wisdom,Boy
Riyaali,Brilliance,Boy
Adiloa,Love,Girl
Jayaan,Victory,Boy
Salaansh,Grace,Boy
Havin,Blessing,Girl
Ashnia,Hope,Boy
Anshijit,Joy,Girl
Ashvaika,Prosperity,Girl
Arloans,Divine,Girl
Anloya,Victory,Boy
Adidiansh,Grace,Boy
Ritaa,Love,Girl
Ishdiansh,Light,Boy
Viloit,Brilliance,Girl
Ishlaans,Divine,Boy
Arloans,Brilliance,Boy
Artapreet,Grace,Girl
Aarviav,Wisdom,Girl
Lavadeep,Wisdom,Girl
Shiraraj,Grace,Girl
Ritadeep,Hope,Girl
Dataansh,Courage,Boy
Bhkaans,Faith,Boy
Aaniali,Light,Girl
Rishiansh,Hope,Boy
Karuita,Prosperity,Boy
Kipadeep,Harmony,Boy
Adivaika,Victory,Girl
Lataay,Wisdom,Boy
Adiriita,Joy,Girl
Risadeep,Love,Girl
Ganaa,Kindness,Girl
Antaansh,Courage,Boy
Dayaan,Energy,Girl
Laruika,Wisdom,Boy
Haneay,Harmony,Boy
Zataveer,Victory,Boy
Vamaraj,Peace,Girl
Daraans,Courage,Girl
Adidian,Faith,Girl
Taniita,Faith,Girl
Hasaesh,Courage,Boy
Dimians,Victory,Girl
Ashkaans,Prosperity,Girl
Lavaay,Love,Boy
Yadiansh,Peace,Boy
Gapapreet,Prosperity,Girl
Anlaan,Blessing,Boy
Davians,Courage,Girl
Vapan,Prosperity,Girl
Chashideep,Kindness,Boy
Tarupreet,Peace,Boy
Tadiita,Love,Boy
Aarrajit,Joy,Girl
Jaraay,Divine,Boy
Hashideep,Divine,Boy
Rakaan,Grace,Girl
Desaans,Blessing,Girl
Yaloav,Kindness,Girl
Adineav,Harmony,Boy
Anyaya,Blessing,Boy
Daruans,Strength,Boy
Vayadev,Peace,Boy
Haneesh,Peace,Boy
Hashijit,Energy,Girl
Saloika,Energy,Girl
Halaveer,Grace,Girl
Sharait,Grace,Boy
Ranaveer,Joy,Girl
Hamiveer,Blessing,Girl
Chamaay,Grace,Girl
Aaneit,Wisdom,Boy
Dakapreet,Wisdom,Boy
Havaan,Love,Girl
Shanean,Hope,Boy
Hataraj,Energy,Boy
Zakaay,Hope,Boy
Aanepreet,Kindness,Girl
Kiman,Hope,Boy
Arradeep,Peace,Girl
Dakaveer,Victory,Girl
Vasadeep,Blessing,Girl
Yariraj,Grace,Boy
Hanaveer,Divine,Girl
Ramaans,Prosperity,Boy
Shikaans,Prosperity,Girl
Dariesh,Victory,Girl
Suvaraj,Courage,Girl
Vimiay,Prosperity,Girl
Omnen,Divine,Girl
Rikadeep,Harmony,Girl
Jaloa,Victory,Boy
Prayajit,Kindness,Girl
Ashruansh,Light,Boy
Jaraay,Blessing,Boy
Jaraa,Prosperity,Boy
Prapajit,Divine,Girl
Tapaika,Victory,Boy
Aryaraj,Prosperity,Girl
Aavin,Grace,Boy
Palaveer,Peace,Boy
Ishraveer,Energy,Girl
Vilopreet,Hope,Girl
Tririit,Brilliance,Girl
Hayaita,Energy,Girl
Aykajit,Love,Boy
Denean,Love,Boy
Layaika,Energy,Girl
Kanepreet,Divine,Girl
Suvidev,Harmony,Boy
Gakan,Kindness,Boy
Virapreet,Hope,Girl
Vavadeep,Joy,Girl
Pralodeep,Strength,Boy
Adimaav,Peace,Boy
Chataveer,Strength,Boy
Ommaans,Courage,Boy
Batadeep,Divine,Girl
Shaloita,Victory,Boy
Shiyaveer,Prosperity,Girl
Ladin,Victory,Boy
Shimiita,Faith,Girl
Aarpaan,Wisdom,Boy
Jaloa,Strength,Girl
Arridev,Light,Girl
Raraav,Prosperity,Boy
Ishvadeep,Brilliance,Boy
Pramaraj,Kindness,Boy
Zaraa,Light,Girl
Pamipreet,Strength,Girl
Aalaveer,Energy,Boy
Lanen,Wisdom,Boy
Nataansh,Blessing,Girl
Gadiansh,Brilliance,Boy
Ishneesh,Kindness,Girl
Jasaveer,Grace,Girl
Maraika,Hope,Boy
Rasapreet,Victory,Boy
Omnedev,Peace,Girl
Malaya,Strength,Girl
Hariika,Wisdom,Girl
Vayaesh,Grace,Boy
Trinajit,Faith,Girl
Shavadev,Light,Girl
Bhvaesh,Brilliance,Boy
Sadians,Hope,Girl
Shamidev,Grace,Girl
Zamiansh,Grace,Boy
Aadiit,Kindness,Girl
Gavians,Energy,Girl
Pamaansh,Brilliance,Boy
Tritaay,Faith,Boy
Avlaveer,Light,Boy
Adilan,Light,Boy
Diyadeep,Divine,Boy
Chamians,Peace,Girl
Sharaya,Divine,Girl
Anmiansh,Grace,Girl
Arkaraj,Divine,Boy
Ishmiita,Blessing,Boy
Adivaansh,Blessing,Boy
Arnaveer,Grace,Boy
Lasaansh,Hope,Girl
Davadeep,Grace,Boy
Chadiali,Joy,Girl
Avsaesh,Peace,Boy
Vataita,Blessing,Boy
Kimipreet,Prosperity,Girl
Omdians,Love,Girl
Nalajit,Harmony,Boy
Vimideep,Light,Boy
Anrujit,Courage,Girl
Viraansh,Blessing,Boy
Nadiav,Strength,Girl
Detan,Peace,Boy
Bamaika,Grace,Girl
Raradev,Love,Girl
Viruesh,Hope,Girl
Shaviesh,Hope,Girl
Aymiit,Energy,Girl
Shaniansh,Hope,Girl
Sunaraj,Blessing,Girl
Pasapreet,Harmony,Girl
Damiansh,Joy,Boy
Dekait,Divine,Boy
Shayaav,Divine,Boy
Lasadev,Prosperity,Boy
Kadiita,Divine,Boy
Ganaa,Peace,Boy
Tanaraj,Kindness,Girl
Chadians,Brilliance,Girl
Sayapreet,Wisdom,Girl
Varadeep,Joy,Girl
Raraali,Victory,Boy
Taniika,Harmony,Girl
Maneika,Grace,Boy
Viruali,Wisdom,Boy
Adiyaya,Brilliance,Boy
Yamiveer,Energy,Boy
Avvijit,Harmony,Girl
Avniav,Hope,Boy
Triloansh,Hope,Boy
Dikapreet,Love,Girl
Ishriita,Faith,Boy
Adivaraj,Grace,Girl
Padideep,Blessing,Girl
Ishkaansh,Love,Girl
Pranaveer,Wisdom,Boy
Devaika,Victory,Boy
Aaraan,Brilliance,Boy
Tayait,Love,Girl
Prakajit,Victory,Boy
Lashipreet,Divine,Boy
Ladia,Victory,Girl
Avdidev,Prosperity,Boy
Shilaraj,Hope,Boy
Rashidev,Joy,Girl
Ishvaveer,Victory,Girl
Laruan,Peace,Boy
Riniita,Grace,Girl
Aryaa,Brilliance,Girl
Laraesh,Grace,Girl
Deradev,Light,Boy
Panaans,Wisdom,Girl
Payait,Wisdom,Boy
Kaloa,Love,Girl
Ishsaveer,Hope,Boy
Kidiav,Harmony,Boy
Dakaan,Peace,Boy
Kashiit,Blessing,Boy
Chamiesh,Harmony,Boy
Aanait,Strength,Girl
Dapait,Victory,Girl
Bayaveer,Victory,Boy
Aynen,Faith,Girl
Shamiya,Prosperity,Boy
Mamiesh,Brilliance,Boy
Vivia,Divine,Girl
Pataan,Courage,Girl
Avviraj,Love,Girl
Raruya,Light,Girl
Tadiali,Hope,Boy
Ishmijit,Light,Boy
Kididev,Grace,Boy
Shavaraj,Harmony,Girl
Tamiesh,Strength,Girl
Kivaita,Kindness,Boy
Gariya,Energy,Girl
Havijit,Kindness,Boy
Vamijit,Joy,Girl
Antaav,Energy,Girl
Dalaika,Harmony,Girl
Adimajit,Victory,Boy
Adishidev,Hope,Girl
Kineveer,Wisdom,Girl
Ravin,Prosperity,Girl
Suriya,Peace,Boy
Bhviay,Peace,Girl
Aarnia,Peace,Boy
Aypaay,Harmony,Girl
Aarmaay,Wisdom,Girl
Kasajit,Wisdom,Boy
Vashiika,Joy,Girl
Bapaika,Peace,Boy
Tanaa,Courage,Boy
Taruay,Hope,Girl
Zavaay,Love,Boy
Armait,Grace,Girl
Takaans,Divine,Boy
Bhvidev,Energy,Girl
Anniya,Harmony,Girl
Ratajit,Prosperity,Girl
Naviav,Joy,Boy
Artaya,Prosperity,Boy
Palajit,Brilliance,Girl
Tririav,Blessing,Boy
Kiyaali,Wisdom,Girl
Ritaali,Grace,Girl
Ranaya,Divine,Boy
Kisaesh,Energy,Girl
Lashidev,Blessing,Boy
Panaraj,Victory,Girl
Dinadev,Hope,Boy
Aykaraj,Energy,Boy
Hayaans,Harmony,Girl
Deloa,Light,Girl
Sarupreet,Strength,Girl
Palaraj,Light,Girl
Masaans,Joy,Boy
Ayriav,Hope,Girl
Gapaav,Love,Girl
Aarvaa,Kindness,Girl
Zavan,Light,Girl
Aylan,Hope,Girl
Vakadeep,Light,Girl
Hashia,Peace,Girl
Charidev,Prosperity,Girl
Chaloa,Courage,Girl
Rilapreet,Wisdom,Boy
Aynajit,Joy,Boy
Sutaay,Joy,Boy
Bhraita,Kindness,Girl
Shiria,Light,Boy
Adiviansh,Hope,Girl
Tavaraj,Blessing,Girl
Ishvaali,Joy,Boy
Omyaansh,Victory,Girl
Yavaika,Light,Boy
Shinajit,Courage,Boy
Diruita,Grace,Girl
Navaesh,Divine,Boy
Risait,Joy,Girl
Ashrujit,Divine,Boy
Damijit,Light,Girl
Jasaya,Strength,Girl
Shaloans,Energy,Boy
Tarait,Energy,Boy
Avlon,Wisdom,Girl
Omraraj,Faith,Girl
Daruay,Divine,Girl
Ayshin,Harmony,Girl
Rikaveer,Strength,Boy
Kapaans,Prosperity,Girl
Ishniesh,Faith,Girl
Mayaraj,Victory,Girl
Avsaay,Blessing,Boy
Anshiali,Victory,Boy
Shalaan,Grace,Boy
Chadia,Joy,Boy
Arlon,Strength,Girl
Mamaveer,Brilliance,Boy
Aamiesh,Energy,Girl
Aanaika,Wisdom,Girl
Dadiit,Joy,Boy
Ashsaya,Harmony,Boy
Zaraveer,Harmony,Girl
Anyaya,Faith,Boy
Ishnaveer,Grace,Girl
Rimait,Energy,Boy
Talaya,Faith,Girl
Kivipreet,Love,Girl
Disadeep,Wisdom,Girl
Shirupreet,Courage,Girl
Avsajit,Divine,Girl
Aarloa,Wisdom,Boy
Ritaa,Energy,Boy
Anvapreet,Light,Boy
Yanideep,Courage,Boy
Hamadev,Courage,Girl
Vamaans,Prosperity,Boy
Bhpaan,Hope,Girl
Mamians,Prosperity,Boy
Avruraj,Kindness,Boy
Tataali,Harmony,Boy
Adisaika,Victory,Girl
Mapaesh,Kindness,Boy
Kiriika,Brilliance,Girl
Lavaesh,Brilliance,Girl
Jatapreet,Light,Boy
Jamiya,Peace,Girl
Paradev,Courage,Boy
Arlaay,Light,Girl
Namapreet,Wisdom,Boy
Yanedev,Victory,Boy
Bhneya,Hope,Girl
Zaruika,Grace,Girl
Adipaansh,Courage,Girl
Yadian,Victory,Girl
Vaneali,Peace,Boy
Badideep,Brilliance,Girl
Taloesh,Peace,Boy
Ravaav,Faith,Boy
Naviika,Blessing,Girl
Anneya,Blessing,Girl
Dediit,Prosperity,Boy
Avdiesh,Brilliance,Girl
Ayraav,Hope,Girl
Raria,Blessing,Boy
Tamadev,Divine,Girl
Prashideep,Strength,Boy
Rakaali,Joy,Boy
Pataay,Faith,Boy
Avpaay,Brilliance,Boy
Rayadeep,Light,Girl
Aaniali,Prosperity,Girl
Aylodev,Joy,Girl
Deria,Divine,Boy
Parin,Faith,Boy
Yavait,Hope,Girl
Baraan,Divine,Girl
Vaniansh,Blessing,Girl
Layaika,Joy,Girl
Omnaraj,Energy,Boy
Viraan,Light,Girl
Ladiita,Brilliance,Boy
Suniya,Courage,Boy
Deraraj,Harmony,Boy
Ritaav,Prosperity,Boy
Sasaans,Divine,Girl
Hamipreet,Prosperity,Girl
Nadiika,Divine,Girl
Trirun,Kindness,Girl
Adivaay,Kindness,Boy
Paruan,Divine,Boy
Hanin,Energy,Girl
Yarupreet,Victory,Boy
